;title_aline;day_youtube_aline
3992; Milky Chance - Stolen Dance (Official Video);2021-01-26
3993; No Role Modelz;2021-01-26
3994; Foster The People - Pumped up Kicks (Official Music Video);2021-01-26
3995; Billie Eilish - Bellyache;2021-01-26
3996; Current Joys - Kids;2021-01-26
3997; Tove Lo - Habits (Stay High) - Hippie Sabotage Remix;2021-01-26
3998; Billie Eilish - bury a friend;2021-01-26
3999; UM REIGNS ESPECIAL! - Mudando o final de Game of Thrones (TEM SPOILER!!!);2021-01-26
4000; NILCE, A RAINHA DA ESCURIDÃO! - Reigns: Her Majesty;2021-01-26
4001; OS PIORES REIS DA HISTÓRIA! - Reigns;2021-01-26
4002; NILCE, a rainha dos POBRES ou dos RICOS?! - Reigns;2021-01-26
4003; ME SEGURAAAA! - Heave Ho;2021-01-26
4004; O CARRO QUE ODIAVA PONTES! - Poly Bridge Mobile;2021-01-26
4005; É DIFICIL SER MULHER? | Cortes do Flow;2021-01-26
4006; PESSOAS FURANDO A FILA DA VACINA | Cortes do Flow;2021-01-26
4007; LEON, O CONSTRUTOR DE PONTES FEIAS! - Engenheiros de Poly Bridge;2021-01-26
4008; ESTERÓIDES TE DEIXAM BROXA? | Cortes do Flow;2021-01-26
4009; EXAGEROS DOS SITES ADULTOS | Cortes do Flow;2021-01-26
4010; DA PARA VIVER DO ONLYFANS? | Cortes do Flow;2021-01-26
4011; A VOLTA DE AGARIO - REBOLINHO! (agar.io);2021-01-26
4012; MARU SE TORNOU ATRIZ PORNÔ POR CAUSA DA IGREJA? | Cortes do Flow;2021-01-26
4013; COMO É DIVIDIR A ESPOSA COM ALGUÉM? | Cortes do Flow;2021-01-26
4014; PHIL E MARU KARV - Flow Podcast #294;2021-01-26
4015; Apenas 1% das pessoas conseguiram passar esse desafio!;2021-01-26
4016; COMO É A VIDA DE UM CASAL QUE FAZ VIDEOS ADULTOS? | Cortes do Flow;2021-01-26
4017; ELA JOGOU E MANDOU BEM! - Mario Maker 2;2021-01-26
4018; Terapia é coisa de rico? | Papo Rápido | Papo de Segunda;2021-01-26
4019; O TÉRMINO DA FLAVIA PAVANELLI;2021-01-26
4020; O MAIOR SORTUDO DO MUNDO! - Mario Maker 2;2021-01-26
4021; MARIO MAKER 2 CHEGOU AO FIM?! - A ÚLTIMA ATUALIZAÇÃO;2021-01-26
4022; LEON BATEU O RECORDE MUNDIAL (DE VERDADE!!!);2021-01-26
4023; CANSANDO A ESPOSA EM BUSCA DE UM RECORDE!;2021-01-26
4024; MHEL MARRER - Flow Podcast #163;2021-01-25
4025; Mais que 8 Minutos #020 (Paola Carosella);2021-01-25
4026; A clínica da política | Maria Homem;2021-01-25
4027; DIOGO PORTUGAL - Inteligência Ltda. Podcast #041;2021-01-25
4028; CRISS PAIVA - Inteligência Ltda. Podcast #040;2021-01-25
4029; https://www.youtube.com/watch?v=9vcN6vT1MoI;2021-01-25
4030; https://www.youtube.com/watch?v=TAKJKE4knUQ;2021-01-25
4031; RELAÇÃO COM FÁBIO PORCHAT;2021-01-25
4032; TATA ESTANIECKI FICOU PUT@;2021-01-25
4033;" CYBERPUNK 2077 - #4 : SAÍMOS DE NIGHT CITY e ENCONTRAMOS ""A DOIDA"" | Dublado em Português PT-BR";2021-01-25
4034; RESIDENT EVIL VILLAGE : GAMEPLAY LINDÃO em 4K 60FPS no PS5 | DEMO MAIDEN;2021-01-25
4035; RESIDENT EVIL VILLAGE - GAMEPLAY DA DEMO MAIDEN NO PS5;2021-01-25
4036; Nerds à obra |  Nerdplayer LIVE - Minecraft RTX (ep. 1);2021-01-25
4037; Man of Medan - Climão de Milão;2021-01-25
4038; Man of Medan - Chapéu do Medão;2021-01-25
4039; MITICO (PODPAH) - Inteligência Ltda. Podcast #042;2021-01-25
4040; LUCAS INUTILISMO PUTO COM A MINA DO VIDEO;2021-01-24
4041; Boca (feat. Pedro Sampaio) - Bianca Andrade (Clipe Oficial);2021-01-24
4042; CRISS PAIVA - Inteligência Ltda. Podcast #040;2021-01-24
4043; Nerdcast RPG: Coleção Cthulhu – Live com Jogadores;2021-01-24
4044; VAMOS TER UM BEBÊ!;2021-01-24
4045; REZENDE FALA SOBRE O NAMORO COM A VIRGÍNIA!;2021-01-24
4046; DESCONCILIAÇÃO COM O MATHEUS CANELLA;2021-01-24
4047; Kerbal Space Program - Rendezvous nas estrelas;2021-01-24
4048; DIOGO PORTUGAL - Inteligência Ltda. Podcast #041;2021-01-24
4049; CORINGA RESUMIDO;2021-01-23
4050; O SUPER XANDÃO;2021-01-23
4051; AMONG US;2021-01-23
4052; ESSE AQUI É O HOMER;2021-01-23
4053; ANO NOVO;2021-01-23
4054; CYBERPUNK;2021-01-23
4055; TU É?;2021-01-23
4056; FLOW RESUMIDO;2021-01-23
4057; FLOW RESUMIDO 2;2021-01-23
4058; JOVEM NERD RESUMIDO;2021-01-23
4059; ESTOU SOLTEIRO... morando na casa da vó da minha EX;2021-01-23
4060; DUAS PERGUNTAS para VOCÊ NESSE FINAL de ANO;2021-01-22
4061; O QUE DI4B0S são os MASCULINISTAS?;2021-01-22
4062; EMERSON CEARÁ - Inteligência Ltda. Podcast #035;2021-01-22
4063; EDUARDO E MÔNICA ERAM NADA PARECIDOS, ELA ERA VACINADA E ELE UM BAITA VACILÃO;2021-01-22
4064; SACOU DA CHAPELETA 🤌;2021-01-22
4065; TATI ZAQUI - Flow Podcast #293;2021-01-22
4066; Mais que 8 Minutos #019  (Primo Rico - Thiago Nigro);2021-01-22
4067; Como é ser um ermitão urbano? | Lobão;2021-01-22
4068; Como é ser um intelectual público? | Clovis de Barros Filho;2021-01-22
4069; Jornalismo e ceticismo | Pedro Bial;2021-01-22
4070; Burger King | BK Todo Dia - Paulo Guedes, o psicólogo ​;2021-01-22
4071; O MBL de hoje é o mesmo que derrubou a Dilma? | Kim Kataguiri i;2021-01-22
4072; Polarização é bom para a democracia? | Prof. Marco Antonio Villa;2021-01-22
4073; O espectro da direita no Brasil | Willian Waack;2021-01-22
4074; O que Marx, Lenin e Trotsky pensariam da nova esquerda? | Guilherme Boulos;2021-01-22
4075; The Neighbourhood - Sweater Weather (Official Video);2021-01-22
4076; The Strokes - The Adults Are Talking (Official Video);2021-01-22
4077; Fresno - 03 - Maior Que As Muralhas [Infinito];2021-01-22
4078; Lana Del Rey - Lust For Life (Official Video) ft. The Weeknd;2021-01-22
4079; The Weeknd - Can't Feel My Face (Official Video);2021-01-22
4080; The Strokes - Ode To The Mets (Official Video);2021-01-22
4081; Travis Scott - Antidote;2021-01-22
4082; Sia - Elastic Heart feat. Shia LaBeouf & Maddie Ziegler (Official Video);2021-01-22
4083; Billie Eilish - my future;2021-01-22
4084; Billie Eilish, ROSALÍA - Lo Vas A Olvidar (Official Music Video);2021-01-22
4085; Billie Eilish - bad guy;2021-01-22
4086; ABRACE SUA SOMBRA - Elefante Sessions;2021-01-22
4087; Travis Scott - goosebumps ft. Kendrick Lamar;2021-01-22
4088; The Weeknd - The Hills (Official Video);2021-01-22
4089; Travis Scott - SICKO MODE ft. Drake;2021-01-22
4090; Billie Eilish, Khalid - lovely;2021-01-22
4091; The Weeknd, Kendrick Lamar - Pray For Me (Official Lyric Video);2021-01-22
4092; Childish Gambino - Redbone (Official Audio);2021-01-22
4093; The Weeknd - Call Out My Name (Official Video);2021-01-22
4094; Billie Eilish - everything i wanted;2021-01-22
4095; The Weeknd - Often (NSFW) (Official Video);2021-01-22
4096; Joji - SLOW DANCING IN THE DARK;2021-01-22
4097; The Weeknd - Save Your Tears (Official Music Video);2021-01-22
4098; Natureza Humana | Leandro Karnal;2021-01-22
4099; Qual o vínculo entre ceticismo e ser conservador? | Caio Coppolla;2021-01-22
4100; Ser liberal não é coisa de rico | Danilo Gentili;2021-01-22
4101; ESTAR SÓ, CLARICE, AMOR PARENTAL E FEMINISMO... | O melhor de Maria Homem;2021-01-22
4102; ”A MULHER NÃO EXISTE” | Maria Homem;2021-01-22
4103; RETROSPECTIVA 100 MIL INSCRITOS - Inteligência Ltda. Podcast #030;2021-01-22
4104; LUCAS SALLES - Inteligência Ltda. Podcast #031;2021-01-22
4105; TATY FERREIRA (ACIDEZ FEMININA) - Inteligência Ltda. Podcast #039;2021-01-22
4106; MARCELO D2 - Flow Podcast #216;2021-01-22
4107; LUIZ FELIPE PONDÉ - Flow Podcast #269;2021-01-22
4108; https://www.youtube.com/watch?v=p8gxWOh0zQo;2021-01-21
4109; Luiz Felipe Pondé - SPOTCAST #02;2021-01-21
4110; KARDASHIANS PARTE 1: EVOLUÇÃO DO REALITY | Foquinha FBI;2021-01-21
4111; BRIDGERTON: BASTIDORES DAS CENAS DE S*XO, EASTER EGGS, LIVRO vs SÉRIE | Foquinha FBI;2021-01-21
4112; BAPHOS BBB21, GKAY E OS PEDROS, TRETA GRAN FRATELLO, LIVE DO RBD, ILHA DAS EX-BBBs | Foquinha;2021-01-21
4113; BBB21: PARTICIPANTES, CANCELAMENTOS, MEMES | Foquinha FBBBI;2021-01-21
4114; PATRICK MAIA - Inteligência Ltda. Podcast #037;2021-01-21
4115; 5 Sinais de que VOCÊ está sendo PERSEGUIDO (Linguagem Corporal - Metaforando);2021-01-21
4116; Casagrande conta que aprontou na adolescência e relembra histórias | Que História É Essa, Porchat?;2021-01-21
4117; João Vicente conta que não gostaria de trabalhar em escritório e + | Que História É Essa, Porchat?;2021-01-21
4118; Ingrid, Escobar e Regina relembram crushes famosos da adolescência | Que História É Essa, Porchat?;2021-01-21
4119; Glória Maria conta que era rebelde na adolescência e mais | Que História É Essa, Porchat?;2021-01-21
4120; Porchat e Emílio Dantas relembram CRUSH na Mara Maravilha | Perguntas |Que História É Essa, Porchat?;2021-01-21
4121; Luis Miranda, Sheron e Leilane relembram situações hilárias |Perguntas|Que História É Essa, Porchat?;2021-01-21
4122; Sandra, Marcelo e Monique revelam seus crushes, loucuras e mais! | Que História É Essa, Porchat?;2021-01-21
4123; Sandra Annenberg e o plantão com a notícia da princesa Diana | Que História É Essa, Porchat?;2021-01-21
4124; Colocamos um TERRAPLANISTA e o diretor da SUPERINTERESSANTE pra conversar (sem que eles soubessem);2021-01-21
4125;" ""Eu virei um meme. Essa é a minha história.""";2021-01-21
4126; Aulão do YouTube Edu Edição ENEM 2020 | #ENEMnoYouTubeEDU;2021-01-21
4127; VITOR METAFORANDO - Flow Podcast #154;2021-01-21
4128; Nego do Borel foi honesto sobre as acusações de Duda? (Análise de Linguagem Corporal - Metaforando);2021-01-21
4129; Duda Reis sentia MEDO de Nego do Borel? (Análise de Linguagem Corporal - Metaforando);2021-01-21
4130; Se distancie dos seus problemas | Jout Jout de Saia | Saia Justa;2021-01-21
4131; FÁBIO RABIN - Flow Podcast #292;2021-01-21
4132; IGÃO E MÍTICO (PODPAH) - PROGRAMA EU FICO LOKO #38;2021-01-21
4133; COCIELO E TATA - PROGRAMA EU FICO LOKO #30;2021-01-21
4134; COCIELO E DILERA - PROGRAMA EU FICO LOKO #50;2021-01-21
4135; PSIU  - Podpah #36;2021-01-21
4136; PODPAH X FLOW;2021-01-21
4137; YAGO MARTINS - Flow Podcast #291;2021-01-21
4138; Billie Eilish Tics / Tourettes Compilation #2;2021-01-21
4139; MATHEUS CEARÁ - Inteligência Ltda. Podcast #038;2021-01-21
4140; Mais que 8 Minutos #018 (Júlio Cocielo);2021-01-21
4141; Roda Viva Especial - Leandro Karnal e Luis Felipe Pondé;2021-01-21
4142; Roda Viva | Mario Sergio Cortella | 19/09/2016;2021-01-21
4143; Roda Viva | Mario Sergio Cortella, Leandro Karnal e Luiz Felipe Pondé | 16/12/2019;2021-01-21
4144; Roda Viva | Yuval Harari | 11/11/2019;2021-01-21
4145; Live 12/01 - Novas variantes e novas vacinas;2021-01-21
4146; Live 20/01 - Vacinas aprovadas e lições de Manaus;2021-01-20
4147; Colocamos uma PSICÓLOGA e um COACH QUÂNTICO pra conversar (sem que eles soubessem);2021-01-20
4148; Colocamos um MORADOR DE RUA e um BANQUEIRO pra conversar (sem que eles soubessem disso);2021-01-20
4149;" ""Mulheres são privilegiadas. Mude a minha opinião.""";2021-01-20
4150; Colocamos um FUNKEIRO e um MAESTRO pra conversar (sem que eles soubessem);2021-01-20
4151; Colocamos um EX-TRAFICANTE e uma MÃE de um DEPENDENTE QUÍMICO pra conversar (sem que eles soubessem);2021-01-20
4152; Colocamos uma ATRIZ PORNÔ e uma VIRGEM pra conversar (sem que elas soubessem);2021-01-20
4153; Colocamos uma GAROTA DE PROGRAMA e um PASTOR EVANGÉLICO pra conversar (sem que eles soubessem disso);2021-01-20
4154; Colocamos uma FEMINISTA e um ativista dos DIREITOS DOS HOMENS pra conversar (sem que eles soubessem);2021-01-20
4155; Ele foi preso por HOMICÍDIO. Ela perdeu o filho ASSASSINADO. Nós colocamos os dois pra conversar.;2021-01-20
4156; Colocamos uma VEGANA e uma pessoa que só come CARNE pra conversar (sem que elas soubessem);2021-01-20
4157; MINHA HISTÓRIA com o CÂNCER de MAMA #OutubroRosa;2021-01-20
4158; Um padre, um rabino e um pastor entram num bar...;2021-01-20
4159; Colocamos um MUÇULMANO e um CATÓLICO CONSERVADOR para conversar (sem que eles soubessem disso);2021-01-20
4160; Colocamos uma FEMINISTA e um INCEL para conversar (sem que eles soubessem);2021-01-20
4161; MAISA REVELA: SAÚDE MENTAL, TALENTOS ALEATÓRIOS, EMPODERAMENTO | Foquinha;2021-01-20
4162; Extra Flow #28;2021-01-20
4163; Uma tentou SUICÍDIO. A outra tem um CÂNCER INCURÁVEL. Nós colocamos as duas pra conversar.;2021-01-20
4164; NETFLIX É O NOVO CINEMA;2021-01-20
4165; RELACIONAMENTO FRÁGIL  - Redução de Danos | Ep 01;2021-01-20
4166; RELACIONAMENTO DURADOURO!  - Redução de Danos | Ep #10;2021-01-20
4167; AUTOCUIDADO! - Redução de Danos | Ep #11;2021-01-20
4168; RESPONDENDO COMENTÁRIOS de VOCÊS!;2021-01-20
4169; NAMORADO MANIPULADOR, a CULPA é da AMIGA e PAPEL de TROUXA!!;2021-01-20
4170; VOCÊ NÃO ACREDITARIA!;2021-01-20
4171; NERDPLAYER LIVE - VALORANT;2021-01-20
4172; A Arte de Fazer Inimigos;2021-01-20
4173; Paramore: Decode [OFFICIAL VIDEO];2021-01-20
4174; Fresno - Duas Lágrimas (Ao Vivo);2021-01-20
4175; ABRACE SUA SOMBRA - Elefante Sessions;2021-01-20
4176; Fresno - 02 - Deixa Queimar (A Sinfonia de Tudo Que Há);2021-01-20
4177;" Bring Me The Horizon - ""Can You Feel My Heart""";2021-01-20
4178; fresno - we'll fight together (LYRIC VIDEO) - sua alegria foi cancelada |||||;2021-01-20
4179; FRESNO - NATUREZA CAOS (LYRIC VIDEO);2021-01-20
4180; Fresno - 03 - Eu Sou A Maré Viva [Eu Sou A Maré Viva];2021-01-20
4181; Fresno - Relato de um Homem de Bom Coração (Ao Vivo);2021-01-20
4182; Fresno - 05 - Cada Poça dessa Rua Tem Um Pouco de Minhas Lágrimas [Ciano];2021-01-20
4183; fresno - eu não sei lidar (LYRIC VIDEO) - sua alegria foi cancelada |||||;2021-01-20
4184; Fresno - De Verdade (Clipe Oficial);2021-01-20
4185; fresno - quando eu caí (LYRIC VIDEO) - sua alegria foi cancelada |||||;2021-01-20
4186; Poeira Estelar - Lucas Silveira (Fresno) | Salaquar;2021-01-20
4187; ESTAMOS EM TOUR! ALEGRIA:CANCELADA ao vivo;2021-01-20
4188; A TOUR MAIS TRISTE DO MUNDO;2021-01-20
4189; Fresno - O Resto é Nada Mais (O Sonho de um Visconde) (Ao Vivo);2021-01-20
4190; Fresno - A Minha História Não Acaba Aqui (Ao Vivo);2021-01-20
4191; Fresno - Manifesto (Ao Vivo) ft. Emicida;2021-01-20
4192; Fresno - Die Lüge (Ao Vivo);2021-01-20
4193; Fresno - Intro + A Prova de Balas (Ao Vivo);2021-01-20
4194; João Vicente conversa com Seu Jorge sobre carreira, músca e quarentena | Lives da Quarentena;2021-01-20
4195; TEMPO VOOU? Galisteu fala sobre vida em família, signos e quarentena | Verão do João Vicente;2021-01-20
4196; Gio Ewbank conta como SOBREVIVE no isolamento com 3 filhos e Bruno Gagliasso no 220V | Verão do João;2021-01-20
4197; Deu Chilique, perdeu a razão? | Papo Rápido | Papo de Segunda Verão;2021-01-19
4198; Os jovens liberais de hoje | Arthur do Val;2021-01-19
4199; Igor do Flow Podcast BRAVO com o Podpah? - Análise de Linguagem Corporal (ALC);2021-01-19
4200; Nego do Borel foi honesto sobre as acusações de Duda? (Análise de Linguagem Corporal - Metaforando);2021-01-19
4201; MC Livinho: Golpe de Marketing? (Análise de Linguagem Corporal - Metaforando);2021-01-19
4202; Natura Tododia: Fragrâncias que celebram seu corpo.;2021-01-19
4203; O que é pecado? | Papo Rápido | Papo de Segunda;2021-01-19
4204; Manda quem pode? | Papo Rápido | Papo de Segunda;2021-01-19
4205; O que é ser Pai? | Papo Rápido | Papo de Segunda;2021-01-19
4206; Cultura do cancelamento: você tem medo de dar opinião? | Papo Rápido | Papo de Segunda;2021-01-19
4207; Precisamos democratizar os livros | Papo Rápido | Papo de Segunda;2021-01-19
4208; Mentir no currículo | Papo Rápido | Papo de Segunda;2021-01-19
4209; Agressões à imprensa e o significado da democracia | Papo Rápido | Papo de Segunda;2021-01-19
4210; Existe segredo para a felicidade? | Papo Rápido | Papo de Segunda;2021-01-19
4211; Aceitar o diferente | Papo Rápido | Papo de Segunda;2021-01-19
4212; A necessidade de fazer piada | Papo Rápido | Papo de Segunda;2021-01-19
4213; Qual foi a palavra do ano 2019? | Papo Rápido | Papo de Segunda;2021-01-19
4214; Vítimas Digitais: exposição sem consentimento na internet | Papo Rápido | Papo de Segunda;2021-01-19
4215; Ostentação de virtude moral: qual é o perigo desse exibicionismo? | Papo Rápido | Papo de Segunda;2021-01-19
4216; O que aprendemos com o assassinato de Ágatha Félix | Papo Rápido | Papo de Segunda;2021-01-19
4217; Qual a responsabilidade dos influenciadores? | Papo Rápido | Papo de Segunda;2021-01-19
4218; Piada com ironia é mal compreendida? | Papo Rápido | Papo de Segunda;2021-01-19
4219; Os tipos de violência contra a mulher | Papo Rápido | Papo de Segunda;2021-01-19
4220; Nossas memórias são autoengano? | Papo Rápido | Papo de Segunda Verão;2021-01-19
4221; Conheça o iPhone 12 — Apple;2021-01-19
4222; BLOGUEIRINHA - PROGRAMA EU FICO LOKO #44;2021-01-19
4223; PABLLO VITTAR - PROGRAMA EU FICO LOKO #49;2021-01-19
4224;" Bring Me The Horizon - ""Can You Feel My Heart""";2021-01-19
4225; Childish Gambino - Redbone (Official Audio);2021-01-19
4226; Logic - Keanu Reeves (Official Audio);2021-01-19
4227; Bitch, Don’t Kill My Vibe;2021-01-19
4228; Joji - SLOW DANCING IN THE DARK;2021-01-19
4229; Wet Dreamz;2021-01-19
4230; No Role Modelz;2021-01-19
4231; Drake - Passionfruit;2021-01-19
4232; The Weeknd - Often (NSFW) (Official Video);2021-01-19
4233; The Weeknd - Save Your Tears (Official Music Video);2021-01-19
4234; DOUGLAS MESQUITA (RATO BORRACHUDO) - Flow Podcast #249;2021-01-19
4235; TUDO SOBRE DELEGADO DE POLÍCIA. Da Cunha: ENTREVISTA COMPLETA;2021-01-19
4236; TUDO SOBRE A VIDA DE UM PADRE - ACHISMOS #17;2021-01-19
4237; CHOICE - Flow Podcast #290;2021-01-19
4238; Como o Instagram distorce a realidade;2021-01-19
4239; A Pele Que Habito;2021-01-19
4240; 02. Baco Exu do Blues - Queima Minha Pele (ft. Tim Bernardes);2021-01-19
4241; Baco Exu do Blues - Sinfonia do Adeus (Prod. Bolin);2021-01-19
4242; Girassóis de Van Gogh;2021-01-19
4243; Konai - Te vi na rua ontem .mp3;2021-01-19
4244; 06. Baco Exu do Blues - Flamingos (ft. Tuyo);2021-01-19
4245; No Mundo Da Lua/Abraço - Froid part. Cynthia Luz, Qualy e Medulla;2021-01-19
4246; Capitães da Areia;2021-01-19
4247; Froid part Djonga - A Pior Música Do Ano (prod.Froid);2021-01-19
4248; Froid part. Cynthia Luz - Lamentável pt. III (Clipe Oficial);2021-01-19
4249; Baco Exu do Blues - 999 [Prod. Mazili] (WebClipe);2021-01-19
4250; Minotauro de Borges;2021-01-19
4251; Froid - Negro é Foda (prod. Froid);2021-01-19
4252; 03. Baco Exu do Blues - Me Desculpa Jay Z (ft. 1LUM3);2021-01-19
4253; Froid part. Cynthia Luz  - Bicho de 7 Cabeças/A Culpa é das Igrejas [Ep. 123 ] [ Prod. Leo Casa 1 ];2021-01-19
4254; Baco Exu do Blues - Esú (Faixa 05);2021-01-19
4255; Froid - Fran's Café (Clipe Oficial);2021-01-19
4256; Froid - Pseudosocial (prod.Froid);2021-01-19
4257; Tame Impala - The Less I Know the Better (Official Audio);2021-01-19
4258; Mac Miller - My Favorite Part (feat. Ariana Grande) [Official Music Video];2021-01-19
4259; Travis Scott - HIGHEST IN THE ROOM (Official Music Video);2021-01-19
4260; Money Trees;2021-01-19
4261; Mac Miller - Stay [Official Music Video];2021-01-19
4262; Mac Miller - Self Care (Official Music Video);2021-01-19
4263; Travis Scott - SICKO MODE ft. Drake;2021-01-19
4264; NF - Therapy Session;2021-01-19
4265; NF - When I Grow Up;2021-01-19
4266; NF - The Search;2021-01-19
4267; Logic - Icy (feat. Gucci Mane) (Official Audio);2021-01-19
4268; Logic - Homicide (feat. Eminem) (Official Audio);2021-01-19
4269; The Weeknd - Save Your Tears (Official Music Video);2021-01-19
4270; MAURÍCIO MEIRELLES - Inteligência Ltda. Podcast #033;2021-01-19
4271; Mais que 8 Minutos #017 (Daniel Zukerman);2021-01-19
4272; MURILO COUTO | Planeta Podcast Ep.17;2021-01-18
4273; DEBATE-BOCA: MODELOS - Inteligência Ltda. Podcast #034;2021-01-18
4274; Natura Tododia: Fragrâncias que celebram seu corpo.;2021-01-18
4275; Mais que 8 Minutos #015 (Mauro Beting);2021-01-18
4276; Travis Scott - SICKO MODE ft. Drake;2021-01-18
4277; The Weeknd - Often (NSFW) (Official Video);2021-01-18
4278; Money Trees;2021-01-18
4279; Billie Eilish - everything i wanted;2021-01-18
4280; Joji - SLOW DANCING IN THE DARK;2021-01-18
4281; No Role Modelz;2021-01-18
4282; Mais que 8 Minutos #016 (Reinaldo Gottino);2021-01-18
4283; PYONG LEE - Flow Podcast #289;2021-01-18
4284; EMERSON CEARÁ - Inteligência Ltda. Podcast #035;2021-01-18
4285; Phasmophobia - Atividade Paranoobal;2021-01-18
4286; O PIOR CONVIDADO DO FLOW | PODCORTES | SPOTCAST;2021-01-18
4287; GAULES - Flow Podcast #288;2021-01-18
4288; Joji - SLOW DANCING IN THE DARK;2021-01-18
4289; No Role Modelz;2021-01-18
4290; The Weeknd - Save Your Tears (Official Music Video);2021-01-18
4291; Mac Miller - Self Care (Official Music Video);2021-01-17
4292; Childish Gambino - Redbone (Official Audio);2021-01-17
4293;" Skrillex & Diplo - ""Mind"" feat. Kai (Official Video)";2021-01-17
4294; Disclosure - You & Me (Flume Remix);2021-01-17
4295; Lorde - Tennis Court (Flume Remix);2021-01-17
4296; Logic - Ballin (ft. Castro) (Prod. Arthur McArthur);2021-01-17
4297; Logic - Still Ballin' (feat. Wiz Khalifa) (Official Audio);2021-01-17
4298; Logic - Keanu Reeves (Official Audio);2021-01-17
4299; Logic - Confessions of a Dangerous Mind (Official Video);2021-01-17
4300; NF - When I Grow Up;2021-01-17
4301; NF - Leave Me Alone;2021-01-17
4302; NF - The Search;2021-01-17
4303; Logic - Confessions of a Dangerous Mind (Official Audio);2021-01-17
4304; Logic - Icy (feat. Gucci Mane) (Official Audio);2021-01-17
4305; Logic - Homicide (feat. Eminem) (Official Audio);2021-01-17
4306; Future - Life Is Good (Official Music Video) ft. Drake;2021-01-17
4307; Logic - 1-800-273-8255 ft. Alessia Cara, Khalid (Official Video);2021-01-17
4308; Billie Eilish - Ocean Eyes (Official Music Video);2021-01-17
4309; Billie Eilish - my boy (Audio);2021-01-17
4310; Billie Eilish - idontwannabeyouanymore | A COLORS SHOW;2021-01-17
4311; Billie Eilish - when the party's over;2021-01-17
4312; Travis Scott - goosebumps ft. Kendrick Lamar;2021-01-17
4313; Billie Eilish - Therefore I Am (Official Music Video);2021-01-17
4314; LSD - Genius ft. Sia, Diplo, Labrinth;2021-01-17
4315; Billie Eilish - everything i wanted;2021-01-17
4316; The Weeknd, Kendrick Lamar - Pray For Me (Official Lyric Video);2021-01-17
4317; Money Trees;2021-01-16
4318; The Weeknd - Often (NSFW) (Official Video);2021-01-16
4319; The Weeknd - Starboy ft. Daft Punk (Official Video);2021-01-16
4320; Travis Scott and Fortnite Present: Astronomical (Full Event Video);2021-01-16
4321; Travis Scott - SICKO MODE ft. Drake;2021-01-16
4322; Joji - SLOW DANCING IN THE DARK;2021-01-16
4323; No Role Modelz;2021-01-16
4324; The Weeknd - Save Your Tears (Official Music Video);2021-01-16
4325; No Role Modelz;2021-01-15
4326; Pseudosocial;2021-01-15
4327; The Weeknd - Save Your Tears (Official Music Video);2021-01-15
4328; eu e vic terminamos... de verdade;2021-01-15
4329; Trailer de Hellboy e entrevista Bird Box;2021-01-13
4330; CCXP18: no bar com Shadow Moon;2021-01-13
4331; Minato vs Tobi e Kyuubi legendas em português;2021-01-13
4332; Trailer de Vingadores: Ultimato e Easter Eggs;2021-01-13
4333; Trailer de Nobody - Anônimo, idoso e matador;2021-01-13
4334; CHICO (DESIMPEDIDOS) | Planeta Podcast Ep.15;2021-01-13
4335; FRED (DESIMPEDIDOS) | Planeta Podcast Ep.16;2021-01-13
4336; CARLOS RUAS (UM SÁBADO QUALQUER) - Flow Podcast #286;2021-01-13
4337; Aulão do YouTube Edu Edição ENEM 2020 | #ENEMnoYouTubeEDU;2021-01-13
4338; Mais que 8 Minutos #004 (Vitor Metaforando);2021-01-13
4339; Mais que 8 Minutos #006 (Murilo Couto);2021-01-13
4340; Mais que 8 Minutos #014 (Felipe Castanhari);2021-01-13
4341; 18 INFORMAÇÕES INÚTEIS (E COMO USÁ-LAS);2021-01-13
4342; IMPASSES ATUAIS DO FEMINISMO | Maria Homem;2021-01-13
4343; AS FRUSTRAÇÕES DE UM GUITAR HERO - DESENCONTRO COM KIKO LOUREIRO;2021-01-13
4344; Childish Gambino - Redbone (Official Audio);2021-01-13
4345; LUCAS (INUTILISMO) - Flow Podcast #101;2021-01-13
4346; LSD - Genius ft. Sia, Diplo, Labrinth;2021-01-13
4347; Mac Miller - Stay [Official Music Video];2021-01-13
4348; MAS QUE DIABOS DE JOGO É ESSE;2021-01-13
4349; Mac Miller - Self Care (Official Music Video);2021-01-13
4350; The Weeknd, Kendrick Lamar - Pray For Me (Official Lyric Video);2021-01-13
4351; ACERTAR É MEU PONTO FRACO;2021-01-13
4352; Logic - Limitless (Official Audio);2021-01-13
4353; Travis Scott - HIGHEST IN THE ROOM (Official Music Video);2021-01-13
4354; Travis Scott - goosebumps ft. Kendrick Lamar;2021-01-13
4355; VACINEM SEUS FILHOS!!1;2021-01-13
4356; Money Trees;2021-01-13
4357; Logic - Confessions of a Dangerous Mind (Official Audio);2021-01-13
4358; Travis Scott - SICKO MODE ft. Drake;2021-01-13
4359; Fake Love;2021-01-13
4360; Logic - Still Ballin' (feat. Wiz Khalifa) (Official Audio);2021-01-13
4361; XXXTENTACION - SAD!;2021-01-13
4362; Logic - Homicide (feat. Eminem) (Official Audio);2021-01-13
4363; Logic - Keanu Reeves (Official Audio);2021-01-13
4364; Joji - SLOW DANCING IN THE DARK;2021-01-13
4365; No Role Modelz;2021-01-13
4366; Logic - Icy (feat. Gucci Mane) (Official Audio);2021-01-13
4367; Os pais são responsáveis pela autoestima dos filhos? | Papo Rápido | Papo de Segunda;2021-01-13
